,Book_Title,Author,Rating,Score,People_Voted
2944,"The Intern's Handbook (John Lago Thriller, #1)",Shane Kuhn,3.64,95,"
1 person voted
        "
2945,Songs of Unreason,Jim Harrison,4.37,95,"
1 person voted
        "
2946,"Running Wild (The Men from Battle Ridge, #1)",Linda Howard,3.90,95,"
1 person voted
        "
2947,How Should a Person Be? A Novel From Life,Sheila Heti,3.24,95,"
1 person voted
        "
2948,The Enough Moment: Fighting to End Africa's Worst Human Rights Crimes,John Prendergast,3.73,95,"
1 person voted
        "
2949,"Quick Pivot (Joe Gale, #1)",Brenda Buchanan,4.05,95,"
1 person voted
        "
2950,"Body Work (V.I. Warshawski, #14)",Sara Paretsky,3.89,95,"
2 people voted
        "
2951,"Bearers of the Black Staff (Legends of Shannara, #1)",Terry Brooks,4.04,95,"
1 person voted
        "
2952,"Clariel (Abhorsen, #4)",Garth Nix,3.82,95,"
1 person voted
        "
2953,The Woman from Tantoura,Radwa Ashour,4.31,95,"
1 person voted
        "
2954,A Year of Biblical Womanhood,Rachel Held Evans,3.98,95,"
1 person voted
        "
2955,Thunder Bay,Robert Reynolds,4.50,95,"
1 person voted
        "
2956,Oracle of Delphi,James Gurley,4.40,95,"
1 person voted
        "
2957,"Планета вода (Erast Fandorin Mysteries, #14)",Boris Akunin,3.64,95,"
1 person voted
        "
2958,CATFANCY's Naughty No More! Change Unwanted Behaviors through Positive Reinforcement,Marilyn Krieger,4.08,95,"
1 person voted
        "
2959,The Death of Bees,Lisa O'Donnell,3.82,95,"
1 person voted
        "
2960,"Web of Lies (Elemental Assassin, #2)",Jennifer Estep,4.09,95,"
1 person voted
        "
2961,Day of Wrath,William R. Forstchen,4.24,95,"
1 person voted
        "
2962,Forks Over Knives: The Plant-Based Way to Health,Gene  Stone,4.09,95,"
1 person voted
        "
2963,How to Clone a Mammoth: The Science of De-Extinction,Beth Shapiro,3.88,95,"
1 person voted
        "
2964,"Thanks for Nothing, Hippies",Sarah Clancy,4.60,95,"
1 person voted
        "
2965,Navajo Autumn,R. Allen Chappell,3.81,95,"
1 person voted
        "
2966,Schaduwen over de woestijn,Jaap Jan Brouwer,t wa,95,"
1 person voted
        "
2967,Someone,Alice McDermott,3.76,95,"
1 person voted
        "
2968,"Hold Me Closer, Necromancer (Necromancer, #1)",Lish McBride,3.93,95,"
1 person voted
        "
2969,Funny Girl,Nick Hornby,3.38,95,"
1 person voted
        "
2970,All the Birds in the Sky,Charlie Jane Anders,3.58,95,"
1 person voted
        "
2971,"The Wild Rose (The Tea Rose, #3)",Jennifer Donnelly,4.09,95,"
1 person voted
        "
2972,"Pathfinder (Pathfinder, #1)",Orson Scott Card,3.99,95,"
2 people voted
        "
2973,"Rörelsen: den andra platsen (Platserna, #2)",John Ajvide Lindqvist,3.57,95,"
1 person voted
        "
2974,Svinet,Åsa Grennvall,3.77,95,"
1 person voted
        "
2975,Stay Awake: Stories,Dan Chaon,3.66,95,"
1 person voted
        "
2976,"P.S. I Still Love You (To All the Boys I've Loved Before, #2)",Jenny Han,4.13,95,"
2 people voted
        "
2977,"The Massey Murder: A Maid, Her Master and the Trial that Shocked a Nation",Charlotte Gray,3.39,95,"
1 person voted
        "
2978,Not a Fan: Becoming a Completely Committed Follower of Jesus,Kyle Idleman,4.20,95,"
1 person voted
        "
2979,old stone & between giants,Ashley Capes,4.60,95,"
1 person voted
        "
2980,Brain on Fire: My Month of Madness,Susannah Cahalan,4.04,95,"
1 person voted
        "
2981,Joodse buren,Maria Boonzaaijer,3.87,95,"
1 person voted
        "
2982,"The Buried Symbol (The Runes of Issalia, #1)",Jeffrey L. Kohanek,3.96,95,"
1 person voted
        "
2983,"Something Like Winter (Something Like, #3)",Jay Bell,4.37,95,"
1 person voted
        "
2984,An Officer and a Spy,Robert   Harris,4.16,95,"
1 person voted
        "
2985,"The Little Android (The Lunar Chronicles, #0.6)",Marissa Meyer,3.94,95,"
1 person voted
        "
2986,"Bound (The Crystor, #1)",C.K. Bryant,3.91,95,"
1 person voted
        "
2987,Fortune Smiles,Adam Johnson,4.03,95,"
1 person voted
        "
2988,"The Legend of Eli Monpress (The Legend of Eli Monpress, #1-3)",Rachel Aaron,4.17,95,"
1 person voted
        "
2989,"Giants: Sie sind erwacht (Themis Files, #1)",Sylvain Neuvel,3.84,95,"
1 person voted
        "
2990,Miracles and Conundrums of the Secondary Planets,Jacob M. Appel,4.28,95,"
1 person voted
        "
2991,The Way I Used to Be,Amber   Smith,4.15,95,"
1 person voted
        "
2992,Fairyland: A Memoir of My Father,Alysia Abbott,3.97,95,"
1 person voted
        "
2993,"Dark Ghost (Dark, #24)",Christine Feehan,4.10,95,"
1 person voted
        "
2994,The Way Back to Florence,Glenn Haybittle,4.20,95,"
1 person voted
        "
2995,"Candyman: A Story from The Grid (Shadow-Keepers, #0.5)",Jas T. Ward,4.58,95,"
1 person voted
        "
2996,Girl in the Dark: A Memoir,Anna Lyndsey,3.56,95,"
1 person voted
        "
2997,"Dom Wars: Round One (Dom Wars, #1)",Lucian Bane,3.69,95,"
1 person voted
        "
2998,"Written in Red (The Others, #1)",Anne Bishop,4.28,95,"
1 person voted
        "
2999,"A World Without Princes (The School for Good and Evil, #2)",Soman Chainani,4.08,95,"
1 person voted
        "
3000,Fourth of July Creek,Smith Henderson,3.83,95,"
1 person voted
        "
3001,"Cast in Honor (Chronicles of Elantra, #11)",Michelle Sagara,4.14,95,"
1 person voted
        "
3002,Politics in a Time of Crisis: Podemos and the Future of Democracy in Europe,Pablo Iglesias Turrión,3.46,95,"
1 person voted
        "
3003,"One Shot Kill (Henderson's Boys, #6)",Robert Muchamore,4.29,95,"
1 person voted
        "
3004,"The Lion (John Corey, #5)",Nelson DeMille,4.23,95,"
1 person voted
        "
3005,"The Wishing Spell (The Land of Stories, #1)",Chris Colfer,4.22,95,"
1 person voted
        "
3006,鋼の錬金術師 27,Hiromu Arakawa,4.73,95,"
1 person voted
        "
3007,Smoke Gets in Your Eyes: And Other Lessons from the Crematory,Caitlin Doughty,4.17,95,"
1 person voted
        "
3008,"The Crimson Campaign (Powder Mage, #2)",Brian  McClellan,4.36,95,"
1 person voted
        "
3009,Fearless: The Heroic Story of One Navy SEAL's Sacrifice in the Hunt for Osama Bin Laden and the Unwavering Devotion of the Woman Who Loved Him,Eric Blehm,4.55,95,"
1 person voted
        "
3010,"The King's Traitor (Kingfountain, #3)",Jeff Wheeler,4.41,95,"
1 person voted
        "
3011,The Girls at the Kingfisher Club,Genevieve Valentine,3.81,95,"
1 person voted
        "
3012,The Nerve Of It: Poems New and Selected,Lynn Emanuel,3.84,95,"
1 person voted
        "
3013,"The Witch With No Name (The Hollows, #13)",Kim Harrison,4.43,95,"
1 person voted
        "
3014,The Forgetting Place,John Burley,3.70,95,"
1 person voted
        "
3015,"Morning Star (Red Rising, #3)",Pierce Brown,4.49,95,"
1 person voted
        "
3016,"Cross Rhodes: Goldust, Out of the Darkness",Dustin Rhodes,3.46,95,"
1 person voted
        "
3017,"Rolling in the Deep (Rolling in the Deep, #0.5)",Mira Grant,4.02,95,"
1 person voted
        "
3018,Saga #43,Brian K. Vaughan,4.42,95,"
1 person voted
        "
3019,The Devil in the White City: by Erik Larson | Summary & Analysis,Elite Summaries,4.42,95,"
1 person voted
        "
3020,"Conscious Parenting: Mindful Living Course for Parents (Alchemy of Love Mindfulness Training, #5)",Nataša Nuit Pantović,4.40,95,"
1 person voted
        "
3021,College Guy Cookbook Francais,John Blandly,t wa,95,"
1 person voted
        "
3022,"The Beast of the Rails (The Second Journey of Agatha Heterodyne Volume 1)(Girl Genius, #14)",Phil Foglio,4.45,95,"
1 person voted
        "
3023,Prince William (at Olympics 2012),Mike Scantlebury,4.23,95,"
1 person voted
        "
3024,"The Tyrant's Law (The Dagger and the Coin, #3)",Daniel Abraham,4.06,95,"
1 person voted
        "
3025,The Cup Final Mouse Who Did It,David Jacks,t wa,95,"
1 person voted
        "
3026,The Wangs vs. the World,Jade Chang,3.31,95,"
1 person voted
        "
3027,Éramos mentirosos,E. Lockhart,3.84,95,"
1 person voted
        "
3028,The Boy Most Likely To,Huntley Fitzpatrick,3.78,95,"
1 person voted
        "
3029,Former People: The Final Days of the Russian Aristocracy,Douglas   Smith,4.01,95,"
1 person voted
        "
3030,Щиголь,Donna Tartt,3.90,95,"
1 person voted
        "
3031,"Stiletto (The Checquy Files, #2)",Daniel O'Malley,4.14,95,"
1 person voted
        "
3032,One of Us: The Story of Anders Breivik and the Massacre in Norway,Åsne Seierstad,4.36,95,"
1 person voted
        "
3033,The Origins of Political Order: From Prehuman Times to the French Revolution,Francis Fukuyama,4.14,95,"
1 person voted
        "
3034,"The Execution (Jeremy Fisk, #2)",Dick Wolf,3.85,95,"
1 person voted
        "
3035,Golden Hill: A Novel of Old New York,Francis Spufford,3.79,95,"
1 person voted
        "
3036,Glass House: The 1% Economy and the Shattering of the All-American Town,Brian Alexander,3.91,95,"
1 person voted
        "
3037,"Trickery (Curse of the Gods, #1)",Jaymin Eve,4.21,95,"
1 person voted
        "
3038,Questionable Practices: Stories,Eileen Gunn,3.69,95,"
1 person voted
        "
3039,"The 400 lb Gorilla (The Hipposync Archives, #1)",D.C. Farmer,4.19,95,"
1 person voted
        "
3040,"Scarlet (The Lunar Chronicles, #2)",Marissa Meyer,4.29,95,"
1 person voted
        "
3041,"The Coppersmith Farmhouse (Jamison Valley, #1)",Devney Perry,3.92,95,"
1 person voted
        "
3042,Simon vs. the Homo Sapiens Agenda,Becky Albertalli,4.32,95,"
1 person voted
        "
3043,The Axeman's Jazz,Ray Celestin,3.69,95,"
1 person voted
        "
3044,"3,096 Days",Natascha Kampusch,3.86,95,"
1 person voted
        "
3045,Stay with Me,Ayọ̀bámi Adébáyọ̀,4.03,95,"
1 person voted
        "
3046,Daphne,Will Boast,3.29,95,"
1 person voted
        "
3047,Red: A Natural History of the Redhead,Jacky Colliss Harvey,3.49,95,"
1 person voted
        "
3048,"And I Darken (The Conqueror's Saga, #1)",Kiersten White,3.88,95,"
1 person voted
        "
3049,Smoke Gets in Your Eyes: And Other Lessons from the Crematory,Caitlin Doughty,4.17,95,"
1 person voted
        "
3050,Homesick for Another World: Stories,Ottessa Moshfegh,3.72,95,"
1 person voted
        "
3051,Bookworm: A Memoir of Childhood Reading,Lucy Mangan,4.05,95,"
1 person voted
        "
3052,Before the Fall,Noah Hawley,3.73,95,"
1 person voted
        "
3053,One Hundred Lyrics and a Poem,Neil Tennant,4.39,95,"
1 person voted
        "
3054,Half Gods,Akil Kumarasamy,eall,95,"
1 person voted
        "
3055,Saving June,Hannah Harrington,3.96,94,"
1 person voted
        "
3056,"The Bonding (Gaven, #2)",J.C. Owens,3.95,94,"
1 person voted
        "
3057,"Go, Mutants!",Larry Doyle,3.32,94,"
1 person voted
        "
3058,Doodling,Jonathan  Gould,3.86,94,"
1 person voted
        "
3059,Second Chances,Lauren Dane,3.85,94,"
1 person voted
        "
3060,Lazarus is Dead,Richard Beard,3.70,94,"
1 person voted
        "
3061,"Shadow (New Species, #9)",Laurann Dohner,4.24,94,"
1 person voted
        "
3062,Girl Parts,John M. Cusick,3.03,94,"
1 person voted
        "
3063,Heart of a Samurai,Margi Preus,3.91,94,"
1 person voted
        "
3064,Llama Llama Home with Mama,Anna Dewdney,4.27,94,"
1 person voted
        "
3065,The Yearning,Kate Belle,3.40,94,"
1 person voted
        "
3066,"Double Crossed: A Spies and Thieves Story (Gallagher Girls, #5.5; Heist Society, #2.5)",Ally Carter,4.22,94,"
1 person voted
        "
3067,The Complete Keeper Chronicles,Tanya Huff,4.10,94,"
1 person voted
        "
3068,The Switching/Yard,Jan Beatty,4.29,94,"
1 person voted
        "
3069,Space Is Just a Starry Night,Tanith Lee,3.73,94,"
1 person voted
        "
3070,The Happiness of Blond People: A Personal Meditation on the Dangers of Identity,Elif Shafak,4.07,94,"
1 person voted
        "
3071,"If I Die (Soul Screamers, #5)",Rachel Vincent,4.31,94,"
1 person voted
        "
3072,The Orchard of Lost Souls,Nadifa Mohamed,3.84,94,"
1 person voted
        "
3073,The Real Princess Story,Michele Fawcett,3.90,94,"
1 person voted
        "
3074,Love Amid The Ashes,Mesu Andrews,4.16,94,"
1 person voted
        "
3075,"Captivate (Submerged Sun, #1)",Vanessa Garden,3.81,94,"
1 person voted
        "
3076,Perfect Peace,Daniel     Black,4.24,94,"
1 person voted
        "
3077,A Nazi On Trial In God's Court,Roberta Kagan,3.91,94,"
1 person voted
        "
3078,The Fort,Aric Davis,3.71,94,"
1 person voted
        "
3079,Jack of Diamonds,Bryce Courtenay,3.97,94,"
1 person voted
        "
3080,Doctor Who: The Gemini Contagion,Jason Arnopp,3.38,94,"
1 person voted
        "
3081,Fifty Mice,Daniel Pyne,2.98,94,"
1 person voted
        "
3082,InterGalactic Medicine Show: Big Book of SF Novelettes,Orson Scott Card,3.86,94,"
1 person voted
        "
3083,"Blade Dance (Cold Iron, #4)",D.L. McDermott,3.90,94,"
1 person voted
        "
3084,Some Girls Are,Courtney Summers,3.88,94,"
1 person voted
        "
3085,"Diamonds in the Rough (The Secret Diamond Sisters, #2)",Michelle Madow,4.04,94,"
1 person voted
        "
3086,If She Did It,Jessica Treadway,3.64,94,"
1 person voted
        "
3087,"Injustice: Gods Among Us, Vol. 2",Tom    Taylor,4.40,94,"
1 person voted
        "
3088,Archmage (Homecoming #1; The Legend of Drizzt #28),R.A. Salvatore,4.34,94,"
1 person voted
        "
3089,The Crane Wife,Patrick Ness,3.52,94,"
1 person voted
        "
3090,The Broken Coast,Bruce Lee Bond,4.36,94,"
1 person voted
        "
3091,L'instant présent,Guillaume Musso,3.74,94,"
1 person voted
        "
3092,"Mayo Clinic Guide to Your Baby's First Year: From Doctors Who Are Parents, Too!",Mayo Clinic,4.21,94,"
1 person voted
        "
3093,"Venom (Elemental Assassin, #3)",Jennifer Estep,4.16,94,"
1 person voted
        "
3094,Brain Maker: The Power of Gut Microbes to Heal and Protect Your Brain - for Life,David Perlmutter,4.02,94,"
1 person voted
        "
3095,So You've Been Publicly Shamed,Jon Ronson,3.94,94,"
1 person voted
        "
3096,La Vie en mieux,Anna Gavalda,3.22,94,"
1 person voted
        "
3097,"Boy Made of Dawn (Navajo Nation Mystery, #2)",R. Allen Chappell,4.15,94,"
1 person voted
        "
3098,Love in the Time of Dragons (Light Dragons #1),Katie MacAlister,3.95,94,"
1 person voted
        "
3099,He's Come Undone,Theresa Weir,3.62,94,"
1 person voted
        "
3100,Summer Skin,Kirsty Eagar,3.76,94,"
1 person voted
        "
3101,Human Acts,Han Kang,4.15,94,"
1 person voted
        "
3102,Allt jag inte minns,Jonas Hassen Khemiri,3.76,94,"
1 person voted
        "
3103,"Flamecaster (Shattered Realms, #1)",Cinda Williams Chima,4.05,94,"
1 person voted
        "
3104,Åror,Elias Ericson,3.79,94,"
1 person voted
        "
3105,Fangirl,Rainbow Rowell,4.08,94,"
1 person voted
        "
3106,If I Lie,Corrine Jackson,3.99,94,"
1 person voted
        "
3107,Squirrel Seeks Chipmunk: A Modest Bestiary,David Sedaris,3.35,94,"
1 person voted
        "
3108,You're Never Weird on the Internet,Felicia Day,4.13,94,"
1 person voted
        "
3109,"Captive (Les Nuits de Shéhérazade, #1)",Renée Ahdieh,4.15,94,"
1 person voted
        "
3110,Somnus and the March Hare,Ashley Capes,3.60,94,"
1 person voted
        "
3111,"The Inquisitor's Mark (Eighth Day, #2)",Dianne K. Salerni,4.31,94,"
1 person voted
        "
3112,"The Body Reader (Detective Jude Fontaine Mysteries, #1)",Anne Frasier,4.18,94,"
1 person voted
        "
3113,Het vergeten verhaal van een onwankelbare liefde in oorlogstijd,Charles den Tex,3.76,94,"
1 person voted
        "
3114,Galgenmädchen,Jean-Claude van Rijckeghem,3.89,94,"
1 person voted
        "
3115,"Ethan, Who Loved Carter",Ryan Loveless,4.12,94,"
1 person voted
        "
3116,"The Queen's Army (The Lunar Chronicles, #1.5)",Marissa Meyer,3.98,94,"
1 person voted
        "
3117,Hell's Gate (Mollel #2),Richard Crompton,3.52,94,"
1 person voted
        "
3118,All I Know Now: Wonderings and Reflections on Growing Up Gracefully,Carrie Hope Fletcher,4.09,94,"
1 person voted
        "
3119,"Breaking Her (Love is War, #2)",R.K. Lilley,4.08,94,"
1 person voted
        "
3120,"Yo antes de ti (Yo antes de ti, #1)",Jojo Moyes,4.26,94,"
1 person voted
        "
3121,Wink Poppy Midnight,April Genevieve Tucholke,3.29,94,"
1 person voted
        "
3122,Einstein's Beach House,Jacob M. Appel,4.21,94,"
1 person voted
        "
3123,The Way I Used to Be,Amber   Smith,4.15,94,"
1 person voted
        "
3124,"Dark Blood (Dark, #23)",Christine Feehan,4.28,94,"
1 person voted
        "
3125,City on Fire,Garth Risk Hallberg,3.41,94,"
1 person voted
        "
3126,Love's Bitter Harvest,Jas T. Ward,4.67,94,"
1 person voted
        "
3127,Nel mondo a venire,Ben Lerner,3.71,94,"
1 person voted
        "
3128,"UnDivided (Unwind, #4)",Neal Shusterman,4.48,94,"
1 person voted
        "
3129,"Dom Wars: Round Two (Dom Wars, #2)",Lucian Bane,4.14,94,"
1 person voted
        "
3130,"The Last Ever After (The School for Good and Evil, #3)",Soman Chainani,4.30,94,"
1 person voted
        "
3131,This One Summer,Mariko Tamaki,3.67,94,"
1 person voted
        "
3132,"A World Without Princes (The School for Good and Evil, #2)",Soman Chainani,4.08,94,"
1 person voted
        "
3133,Come and See,Fanny Howe,3.91,94,"
1 person voted
        "
3134,"Cast in Flight (Chronicles of Elantra, #12)",Michelle Sagara,4.30,94,"
1 person voted
        "
3135,The Official Liverpool FC Book of Records,Jeff Anderson,t wa,94,"
1 person voted
        "
3136,The Amazing Book is Not on Fire,Dan Howell,4.48,94,"
1 person voted
        "
3137,"The Panther  (John Corey, #6)",Nelson DeMille,3.96,94,"
1 person voted
        "
3138,Το ρολόι του κόσμου (Το τραγούδι του χρόνου #2 ),Γιώργος Χατζηκυριάκος,4.68,94,"
1 person voted
        "
